보고일자,지역,위도,경도,해파리크기,밀집여부
2016-07-07,부산 기장  동수 앞바다,35.152,129.196,,
2016-07-07,부산 오륙도 근해,35.088,129.136,,
2016-07-07,울산 동구 근해,35.51,129.467,,
2016-07-07,울산 북구 정자동 바깥해역,35.606,129.476,,
2016-07-07,"경북 울릉도, 독도 사이",37.409,131.176,,
2016-07-07,경북 감포 근해,35.82,129.523,,
2016-07-07,경북 감포 근해,35.847,129.552,,
2016-07-07,경북 경주시 감포 근해,35.822,129.537,,
2016-07-07,한림근해,33.397901,126.222985,15,
2016-07-07,경북 82-4해구,36.3,129.588,,
2016-07-07,경북 울진 원자력발전소 근해,37.13,129.401,,
2016-07-07,경북 울진 근해,37.012,129.454,50,
2016-07-07,경북 포항시 영일만 내,36.028,129.408,20,
2016-07-07,경북 포항 북구 월포 근해,36.201,129.387,20,y
2016-07-07,경북 포항 북구 월포 근해,36.201,129.387,50-70,
2016-07-07,경북 포항시 흥해 근해,36.135,129.419,,
2016-07-07,경북 포항시 구룡포항 근해,35.978,129.589,15-20,y
2016-07-07,경북 포항시 흥해 칠포만 근해,36.161,129.419,,
2016-07-07,경북 울진 왕돌초 근해,37.002,129.434,,
2016-07-07,경북 울진 사동 앞바다,37.047,129.427,,
2016-07-07,경북 울진 근해,36.996,129.429,,
2016-07-07,강원도 주문지 울릉도 사이,37.605,130.412,,
2016-07-07,제주도 제주시 근해,33.53,126.448,30-40,y
2016-07-07,제주도 서귀포시 중문해수욕장 근해,33.238,126.41,30,y
2016-07-07,제주도 차귀도 근해,33.306,126.16,,
2016-07-07,제주도 가파도 근해,33.158,126.299,,
2016-07-07,제주시 구좌읍 종달리 근해,33.531,126.924,20-30,y
2016-07-07,석천리 앞바다,37.149,126.553,,
2016-07-07,국화리,37.068,126.561,10,
2016-07-07,백미리 도리도마을어장,37.143,126.636,12,y
2016-07-07,입파도 근해,37.107,126.544,,
2016-07-07,37번지 지선 방아머리 앞,37.284,126.558,,
2016-07-07,말붕 앞바다,37.208,126.608,,
2016-07-07,대부도 인근,37.213,126.579,,
2016-07-07,옹진군 대부도 근해,37.285,126.516,10,
2016-07-07,오이도앞 근해,37.352,126.676,20,
2016-07-07,충남 서산 가로림만 내권,37.311,126.675,,
2016-07-07,서산 근해,37.036,126.423,,
2016-07-07,충남 서산 가로림만 내권,36.965,126.322,,
2016-07-07,천수만 근해,36.515,126.419,50,y
2016-07-07,가로리만 일대,36.925,126.328,,
2016-07-07,연도 안쪽,36.024,126.495,10-30,y
2016-07-07,"군산해안 고군산 근해, 직도 근해",35.814,126.426,,
2016-07-07,군산해역 오식도동 앞,35.98,126.513,20,
2016-07-07,야미도 근해,35.862,126.48,25-30,y
2016-07-07,새만금 내측,35.844,126.59,,
2016-07-07,해리면 광승리 근해,35.513,126.469,,
2016-07-07,득량만 근해,34.596,127.074,20,y
2016-07-07,욕지도,34.657,128.289,10-20,
2016-07-07,도산 수월리 수월근해 노전밖,34.8644676,128.364,,
2016-07-07,자란만 근해,34.905,128.155,,
2016-07-07,욕지도 근해,34.611,128.262,,
2016-07-07,죽림만 근해,34.543,128.729,,
2016-07-07,사천바다 사랑도 내해,34.862,128.181,,
2016-07-07,진해잠도 마산만 일대,35.084,128.65,05-10,
2016-07-07,진해잠도 마산만 뒷쪽,35.057,128.676,15,y
2016-07-07,진해만 일대,35.089,128.677,15,
2016-07-07,창원 진해 부근해역,35.095,128.704,,
2016-07-07,진해만 일대,35.088,128.683,,
2016-07-07,가조도 근해,34.956,128.541,,
2016-07-07,구조라 근해,34.986,128.507,25,
2016-07-07,장항 근처,34.993,128.488,05-10,
2016-07-07,사등면 천곡 앞바다,34.926,128.504,05-30,y
2016-07-07,가조도 근해,34.95,128.544,20,y
2016-07-07,남해 미조면 주변해역,34.716,128.047,,
2016-07-07,미조 일대,34.733,128.063,,
2016-07-07,"남해 설천면, 금남면 주변해역",34.938,127.836,5,
2016-07-07,남해 대도,34.94,127.836,,
2016-07-07,"사천 남해 경계지역, 강진만일대",34.987,128.026,,
2016-07-07,"부산 태종대 주변해역, 남항주변 해역",35.053,129.096,15,
2016-07-07,수영강 근해,35.141,129.13,15,
2016-07-07,울산 장생포 근처해역 울기등대앞,35.498,129.39,5,
2016-07-07,주전해변 연안,35.571,129.462,10,
2016-07-07,주전해변 연안,35.571,129.462,10-20,y
2016-07-07,주전 앞바다,35.573,129.457,10,y
2016-07-07,울산 주전 앞바다,35.52,129.455,30,
2016-07-07,울산 방어진,35.482,129.43,,
2016-07-07,울산 화암 앞바다,35.467,129.411,,
2016-07-07,"포항 호미곶, 강사 근처",36.065,129.602,20,
2016-07-07,"포항 호미곶, 강사 근처",36.065,129.602,1m,
2016-07-07,"감포,호미곶 주변 해역",35.877,129.532,,
2016-07-07,"울진죽변, 원자력빌전소 앞바다",37.044,129.427,,
2016-07-07,울진 덕신 앞바다,36.942,129.425,,
2016-07-07,왕돌초 부근,36.658,129.479,,
2016-07-07,후포 해수욕장 앞바다,36.665,129.461,,
2016-07-07,주문진등대 앞 바다,37.903,128.847,15,
2016-07-07,강릉송정해변 앞바다,37.782,128.984,,
2016-07-07,묵호등대 앞바다,37.556,129.135,,
2016-07-07,동해 묵호항,37.525,129.132,,
2016-07-07,묵호 앞바다,37.543,129.128,,
2016-07-07,동해 묵호 앞바다,37.53,129.149,,
2016-07-07,"묵호 앞, 삼척 까지",37.495,129.17,20-30,y
2016-07-07,동해 초암 앞바다,37.485,129.159,10,
2016-07-07,동해 묵호 앞바다,37.528,129.129,,
2016-07-07,묵호 앞바다,37.545,129.146,,
2016-07-07,묵호 앞바다,37.555,129.145,10,
2016-07-07,묵호 앞바다,37.585,129.143,,
2016-07-07,묵호 앞바다.,37.534,129.133,,
2016-07-07,"묵호 앞바다, 서해도 가심",37.567,129.148,5,y
2016-07-07,"묵호 앞바다, 서해도 가심",37.567,129.148,10-20,
2016-07-07,속초 앞바다,38.202,128.607,,
2016-07-07,속초앞바다,38.199,128.606,,
2016-07-07,속초 앞바다,38.205,128.617,10,
2016-07-07,"속초 앞바다, 외웅치",38.186,128.622,10-20,
2016-07-07,"속초 앞바다 , 외웅치",38.18,128.624,05-07,y
2016-07-07,속초 앞바다,38.218,128.609,05-10,
2016-07-07,삼척 근해,37.334,129.293,10-20,
2016-07-07,삼척 근해,37.459,129.213,,
2016-07-07,삼척 장호 앞바다,37.294,129.351,,
2016-07-07,강원 고성 앞바다,38.615,128.419,,
2016-07-07,고성군 거진 앞바다,38.469,128.491,50,
2016-07-07,강원 양양 물치 앞바다,38.173,128.609,10,
2016-07-07,강원 양양 물치 앞바다,38.173,128.609,20,
2016-07-07,강원 양양 물치 앞바다,38.173,128.609,10-20,
2016-07-07,강원 낙산 앞바다,38.12,128.636,,
2016-07-07,강원 양양 수산 앞바다,38.138,128.708,,
2016-07-07,강원 양양군 수산항-오산항,38.088,128.673,,
2016-07-07,선산 일출봉 근해,33.479,126.947,,
2016-07-07,귀덕1리 앞바다,33.448,126.292,30-40,
2016-07-07,귀덕2리 앞바다,33.41,126.241,,
2016-07-07,우도 주변해역,33.522,126.967,,
2016-07-07,동복리 근해,33.567,126.721,,
2016-07-07,"일종공동어장내, 신창리 지선",33.349,126.175,20-30,y
2016-07-07,차귀도,33.315,126.145,,
2016-07-07,"도두봉, 도두오름 서쪽 내도 경게선 안쪽",33.514,126.48,,
2016-07-07,군산 184-4해구,35.7,126,15-30,y
2016-06-23,경북 포항시 영일만 내,36.041,129.434,,
2016-06-23,경북 포항시 흥해 근해,36.135,129.419,,
2016-06-23,경북 포항시 구룡포항 근해,35.978,129.589,,
2016-06-23,경북 포항시 흥해 칠포만 근해,36.161,129.419,,
2016-06-23,경북 울진 사동 앞바다,37.047,129.427,,
2016-06-23,강원도 삼척 근해,37.349,129.302,,
2016-06-23,강원도 삼척 근해,37.44,129.217,,
2016-06-23,강원도 고성 간성봉우리 근해,38.198,128.629,,
2016-06-23,강원도 양양군 낙산앞 남대천 하류,38.122,128.652,10-15,
2016-06-23,제주도 제주시 근해,33.53,126.448,,
2016-06-23,제주도 제주시 서북쪽 근해,33.556,126.338,,
2016-06-23,제주도 서귀포시 중문해수욕장 근해,33.238,126.41,20-30,
2016-06-23,제주도 차귀도 근해,33.306,126.16,02-03,
2016-06-23,제주도 가파도 근해,33.158,126.299,,
2016-06-23,제주시 구좌읍 종달리 근해,33.531,126.924,,
2016-06-23,석천리 앞바다,37.149,126.553,10,y
2016-06-23,국화리,37.068,126.561,,
2016-06-23,백미리 도리도마을어장,37.143,126.636,10,
2016-06-23,백미리 도리도마을어장,37.143,126.636,02-03,
2016-06-23,"입파도,육도 근처해역",37.124,126.632,,
2016-06-23,궁평 앞바다,37.098,126.604,10,
2016-06-23,"입파도 ,국화도, 육도 근처해역",37.067,126.54,,
2016-06-23,입파도 근해,37.107,126.544,20,y
2016-06-23,말붕 앞바다,37.208,126.608,,
2016-06-23,풍도근해,37.112,126.401,20,
2016-06-23,옹진군 대부도 근해,37.285,126.516,10,
2016-06-23,충남 서산 가로림만 내권,37.311,126.675,,
2016-06-23,서산 근해,37.036,126.423,,
2016-06-23,가로림 근해,36.947,126.353,,
2016-06-23,충남 서산 가로림만 내권,36.965,126.322,,
2016-06-23,천수만 근해,36.515,126.419,30,y
2016-06-23,태안반도 연안 천수만 안쪽,36.586,126.407,,
2016-06-23,천수만 태안 근해,36.597,126.394,25,y
2016-06-23,연도 안쪽,36.024,126.495,10,y
2016-06-23,"군산해안 고군산 근해, 직도 근해",35.814,126.426,,
2016-06-23,군산해역 비응항 앞,35.98,126.513,15,y
2016-06-23,나운동 밖 해역,35.989,126.647,05-10,y
2016-06-23,연도 근해,36.064,126.419,10-25,y
2016-06-23,야미도 근해,35.862,126.48,15-20,y
2016-06-23,비응도 군산 새만금 내측,35.826,126.436,02-15,y
2016-06-23,새만금 내측,35.844,126.59,30-40,y
2016-06-23,,,,,
2016-06-23,해리면 광승리 근해,35.513,126.469,15-20,
2016-06-23,위도 넘어서까지 근해,35.662,126.229,20,y
2016-06-23,득량만 근해,34.596,127.074,10,y
2016-06-23,사랑도 근해,34.862,128.216,5,
2016-06-23,욕지도,34.657,128.289,10,y
2016-06-23,진해만 일대 가조도,34.982,128.548,30,
2016-06-23,진해만 일대 가조도,34.982,128.548,,
2016-06-23,도산 수월리 수월근해 노전밖,34.8644,128.364,,
2016-06-23,,,,,
2016-06-23,자란만 근해,34.905,128.155,10,y
2016-06-23,죽림만 근해,34.887,128.426,15,y
2016-06-23,죽림만 근해,34.543,128.729,18,
2016-06-23,사천바다 사랑도 내해,34.862,128.181,,
2015-05-08,,35.701233,126.410915,,
2016-06-23,진해잠도 마산만 뒷쪽,34.758,128.238,15-20,y
2016-06-23,진해잠도 마산만 뒷쪽,35.057,128.676,20,
2016-06-23,구산면 마산합돌 원전앞바다,35.066,128.633,20,y
2016-06-23,구산면 마산합돌 원전앞바다,35.066,128.633,10,
2016-06-23,창원 진해 부근해역,35.095,128.704,20,
2016-06-23,창원 진해 부근해역,35.095,128.704,20,y
2016-06-23,진해만 일대,35.088,128.683,15-20,y
2016-06-23,거제 남부면 탑포리 쌍근지선,34.735,128.557,10-20,
2016-06-23,구조라 근해,34.986,128.507,15,
2016-06-23,구조라 근해,34.986,128.507,30,y
2016-06-23,거제 해역 매물도부근,34.677,128.508,,
2016-06-23,거제 계도 근해,34.986,128.507,15-20,y
2016-06-23,사등면 천곡 앞바다,34.926,128.504,20,
2016-06-23,사등면 천곡 앞바다,34.926,128.504,15-30,
2016-06-23,가조도 근해,34.95,128.544,10-15,y
2016-06-23,구조라항 근해,34.826,128.798,,
2016-06-23,고성 하이면 부근,34.912,128.097,20,
2016-06-23,남해동부(은점),34.792,128.066,,
2016-06-16,인천 옹진군 덕적면 대이작도 근해,37.164,126.238,,
2016-06-16,인천 옹진군 대청면 소청도 근해,37.759,124.779,,
2016-06-16,인천 옹진군 덕적도 근해,37.289,126.124,,
2016-06-16,인천 152-2해구,37.458,125.257,,
2016-06-16,인천 무의도 근해,37.436,126.3228,15-25,
2016-06-16,인천 남구 송도 LNG기지 앞,37.374,126.616,15-20,
2016-06-16,인천 옹진군 북도면 장봉도 근해,37.519,126.351,,
2016-06-16,인천 옹진군 영흥면 동수도 근해,37.208,126.349,,
2016-06-16,인천 덕적도 근해,37.262,126.137,,
2016-06-16,경기도 화성 도리도 근해,37.126,126.603,15,
2016-06-16,인천시 옹진군 자월면 자월도 근해,37.243,126.352,5,
2016-06-16,인천 강화도 근해,37.587,126.334,15,
2016-06-16,충남 태안군 안도 근해,36.952,126.149,,
2016-06-16,충남 보령시 웅전읍 황죽도 근해,36.207,126.499,,
2016-06-16,충남 보령 삽시도 근해,36.344,126.332,15,
2016-06-16,충남 보령 외연도 남방해역,36.167,126.167,15,
2016-06-16,충남 태안반도 8마일 외해역,36.518,126.254,15,
2016-06-16,충남 보령 녹도 근해,36.264,126.232,,
2016-06-16,충남 보령시 오천면 화사도 근해,36.258,126.268,15-20,y
2016-06-16,충남 당진군 현대제철 근해,36.994,126.671,,
2016-06-16,충남 태안군 안면읍 나치도 근해,36.501,126.149,,
2016-06-16,충남 서산시 팔봉면 고파도 근해,36.93,126.322,,
2016-06-16,충남 당진 현대제철 근해,37.008,126.713,15-20,y
2016-06-16,"충남 당진군 대난지도, 소난지도 사이",37.043,126.444,15,
2016-06-16,전북 군산시 십이동파도 근해,35.988,126.25,15-20,y
2016-06-16,충남 보령 대천항 근해,36.328,126.496,20,y
2016-06-16,충남 아산만,36.966,126.822,20-25,y
2016-06-16,전북 부안 위도 근해,35.606,126.321,25-30,y
2016-06-16,전북 고창 상하면 자룡리 근해,35.445,126.416,15-20,y
2016-06-16,전북 군산 무녀도 근해,35.793,126.438,10-15,y
2016-06-16,전북 군산 비안도 근해,35.753,126.425,15-30,y
2016-06-16,전북 군산 개야도 근해,36.029,126.534,15-20,
2016-06-16,"전북 군산 개야도, 연도 사이",36.061,126.486,15-20,y
2016-06-16,전북 부안군 위도 근해,35.617,126.241,10-20,y
2016-06-16,전북 군산 비안도 위도 사이,35.701,126.411,20-30,y
2016-06-16,"전북 부안군 왕등도, 위도 사이",35.624,126.196,15-20,
2016-06-16,전북 군산 새만금 근해,35.863,126.575,15-20,y
2016-06-16,전북 어청도 근해,36.093,125.967,,
2016-06-16,전북 군산 장자도 근해,35.973,126.217,15-20,y
2016-06-16,전북 말도 근해,35.867,126.302,15-30,y
2016-06-16,전북 군산 새만금내,35.816,126.664,15-20,y
2016-06-16,전남 진도군 의신면 구자도리 근해,34.316,126.291,,
2016-06-16,"전남 진도군 임회면 죽도, 독거도 사이",34.299,126.202,,
2016-06-16,전남 목포시 목포항 내,34.793,126.355,,
2016-06-16,전남 신안군 가거도 근해,34.123,125.13,,
2016-06-16,전남 진도 임회면 사자도 불모도 사이,34.275,125.949,10-15,y
2016-06-16,전남 고흥 나로도 근해,34.474,127.545,30,
2016-06-16,전남 고흥 거금도 근해,34.435,127.247,,
2016-06-16,전남 완도군 청산면 근해,34.135,126.872,10,
2016-06-16,전남 보성 득량만 근해,34.701,127.307,10-20,y
2016-06-16,경남 남해군 삼동면 물건항내,34.774,128.061,20-30,y
2016-06-16,경남 사랑도 근해,34.799,128.186,,
2016-06-16,경남 고성 연안,34.859,128.3,20-25,
2016-06-16,경남 통영시 사량도 근해,34.787,128.171,15-20,
2016-06-16,경남 통영시 욕지도 근해,34.589,128.251,,
2016-06-16,경남 통영 산양읍 미남리 근해,34.759,128.395,15-20,y
2016-06-16,경남 통영 산양읍 미남리 근해,34.759,128.395,20-30,
2016-06-16,경남 통영 욕지도 근해,34.598,128.259,,
2016-06-16,경남 사천 서포 가두리야식장 부근,34.97,128.003,10-20,y
2016-06-16,신노량항 부근,34.92,127.78,,
2016-06-16,경남 자란만 근해,34.915,128.231,,
2016-06-16,경남 남해 미조 근해,34.677,128.039,20,
2016-06-16,경남 하동군 대도 근해,34.922,127.802,20,
2016-06-16,경남 진해시 행암만 근해,35.123,128.69,15-20,
2016-06-16,경남 진해시 행암만 근해,35.123,128.69,20,
2016-06-16,경남 창원시 진해구 잠도 근해,35.066,128.674,20,
2016-06-16,부산 영도 근해,35.071,129.108,10-20,y
2016-06-16,부산 가덕도 근해,35.049,128.866,20-30,
2016-06-16,부산 생도 근해,35.042,129.097,20,
2016-06-16,부산 해운대 동백섬 근해,35.153,129.158,20,
2016-06-16,부산 오륙도 송정 사이,35.098,129.174,10-20,y
2016-06-16,부산 해운대구 청사포 근해,35.147,129.221,,
2016-06-16,부산 해운대 청사포 근해,35.151,129.228,15-20,y
2016-06-16,부산 광안리 근해,35.14,129.122,20,
2016-06-16,부산 태종대 근해,35.052,129.101,20-30,y
2016-06-16,부산 가덕도 근해,35.036,128.863,10-20,y
2016-06-16,부산 사하구 다대포 근해,35.051,128.99,10-15,
2016-06-16,울산 동구 근해,35.51,129.467,10-20,y
2016-06-16,경북 감포 근해,35.918,129.548,10-15,
2016-06-16,"경북 울릉도, 독도 사이",37.409,131.176,,
2016-06-16,경북 감포 근해,35.82,129.523,15,
2016-06-16,경북 감포 근해,35.847,129.552,,
2016-06-16,경북 경주시 감포 근해,35.822,129.537,10-15,y
2016-06-16,경북 영덕군 남정면 근해,36.289,129.396,10-15,
2016-06-16,"경북 영덕 축산항, 대진항 사이",36.532,129.451,10-15,y
2016-06-16,경북 포항시 82-4해구,36.282,129.621,,
2016-06-16,경북 82-4해구,36.3,129.588,,
2016-06-16,경북 울진 원자력발전소 근해,37.13,129.401,15-20,
2016-06-16,경북 울진 오산항 근해,36.806,129.479,10-15,
2016-06-16,경북 울진 오산항 근해,36.806,129.479,60-70,
2016-06-16,경북 포항시 영일만 내,36.028,129.408,,
2016-06-16,경북 포항 북구 월포 근해,36.201,129.387,,
2016-06-16,경북 포항시 영일만 내,36.041,129.434,,
2016-06-16,경북 포항시 흥해 근해,36.135,129.419,,
2016-06-16,경북 포항시 구룡포항 근해,35.978,129.589,15-20,
2016-06-16,경북 포항시 흥해 칠포만 근해,36.161,129.419,,
2016-06-16,욕지도 근해,34.611,128.262,20,
2016-06-16,홍도 근해,34.543,128.729,10-15,
2016-06-16,홍도 근해,34.539,128.738,15,
2016-06-16,사천바다 사랑도 내해,34.862,128.181,20,
2016-06-16,진해잠도 마산만 일대,35.084,128.65,,
2016-06-16,진해잠도 마산만 뒷쪽,34.758,128.238,15-20,y
2016-06-16,진해잠도 마산만 뒷쪽,35.057,128.676,50,
2016-06-16,진해만 일대,35.089,128.677,25,y
2016-06-16,진해만 일대,35.075,128.682,35,y
2016-06-16,구산면 마산합돌 원전앞바다,35.066,128.633,15-20,y
2016-06-16,구산면 마산합돌 원전앞바다,35.066,128.633,30,
2016-06-16,진해만 일대,35.088,128.683,10-30,y
2016-06-16,가조도 근해,34.956,128.541,,
2016-06-16,거제 남부면 탑포리 쌍근지선,34.735,128.557,20,
2016-06-16,,,,,
2016-06-16,구조라 근해,34.79,128.694,25-30,
2016-06-16,무녀단지 근해,,,,
2015-05-08,,35.880396,126.599751,,
2016-06-16,거제 계도 근해,34.986,128.507,15-20,
2016-06-16,사등면 천곡 앞바다,34.926,128.504,15-30,
2016-06-16,가조도 근해,34.95,128.544,10-15,
2016-06-16,구조라항 근해,34.826,128.798,,
2016-06-16,와현리 의구부락앞,34.772,128.739,20-25,
2016-06-16,남해동부(은점),34.792,128.066,,
2016-06-16,남해미조,34.706,128.068,10,
2016-06-16,남해 미조면 주변 해역,34.716,128.047,,
2016-06-16,"남해 설천면, 금남면 주변해역",34.938,127.836,,
2016-06-16,남해 대도,34.951,127.905,20,y
2016-06-16,남해 대도,34.94,127.836,,
2016-06-16,"사천 남해 경계지역, 강진만일대",34.987,128.026,,
2016-06-16,"부산 태종대 주변해역, 남항주변 해역",35.053,129.096,10,y
2016-06-16,부산 오륙도-해운대,35.098,129.125,15-20,
2016-06-16,부산 오륙도-해운대,35.098,129.125,10,
2016-06-16,울산 장생포 근처해역 울기등대앞,35.498,129.39,,
2016-06-16,울산 주전 앞바다,35.52,129.455,15,
2016-06-16,울산 주전 앞다바,35.52,129.455,,
2016-06-16,울산 방어진,35.482,129.43,10,
2016-06-16,울산 화암 앞바다,35.467,129.411,7,
2016-06-16,울산 당사 앞바다,35.593,129.468,,
2016-06-16,"감포,호미곶 주변 해역",35.877,129.532,,
2016-06-16,"울진죽변, 원자력빌전소 앞바다",37.044,129.427,,
2016-06-16,울진 덕신 앞바다,36.942,129.425,,
2016-06-16,왕돌초 부근,36.658,129.479,,
2016-06-16,강릉 주문진 주변해역,37.427,129.259,30,
2016-06-16,동해 묵호항,37.525,129.132,3,
2016-06-16,동해 묵호 앞바다,37.53,129.149,,
2016-06-16,동해 초암 앞바다,37.485,129.159,7,
2016-06-16,동해 초암 앞바다,37.485,129.159,2,
2016-06-16,동해 초암 앞바다,37.485,129.159,20,
2016-06-16,"동해 묵호 삼척,정동 주변해역",37.534,129.121,30,
2016-06-16,동해 묵호 앞바다,37.528,129.129,15,
2016-06-16,,,,,
2016-06-16,"속초 고성,양양연안 1.5마일 이내",38.199,128.602,,
2016-06-16,속초앞바다,38.199,128.606,,
2016-06-16,삼척 근해,37.459,129.213,,
2016-06-16,,,,20,
2016-06-16,강원 양양 물치 앞바다,38.173,128.609,25,
2016-06-16,강원 양양 물치 앞바다,38.173,128.609,,
2016-06-16,강원 낙산 앞바다,38.12,128.636,25,
2016-06-16,강원 양양 수산 앞바다,38.138,128.708,,
2016-06-16,강원 양양 동산 앞바다,37.88,128.874,,
2016-06-16,강원 양양 앞바다,38.017,128.835,,
2016-06-16,강원 양양군 수산항-오산항,38.088,128.673,,
2016-06-16,강원 양양군 기사문리 앞바다,38.017,128.74,3,
2016-06-16,선산 일출봉 근해,33.479,126.947,,
2016-06-16,귀덕2리 앞바다,33.41,126.241,,
2016-06-16,우도 주변해역,33.522,126.967,,
2016-06-16,동복리 근해,33.567,126.721,,
2016-06-16,"일종공동어장내, 신창리 지선",33.349,126.175,20,
2016-06-16,차귀도,33.315,126.145,,
2016-06-16,"도두봉, 도두오름 서쪽 내도 경게선 안쪽",33.514,126.48,,
2016-06-16,통영 한산/ 사량도,34.862,128.207,-,
2016-06-16,마산 구산면 마산합돌 원전앞바다,35.207,128.588,06-08,
2016-06-16,마산 진동만,35.095,128.482,04-06,
2016-06-16,사천 사천만,35.02,128.026,-,
2016-06-16,거제 가배-저구,34.758,128.571,-,
2016-06-16,거제 진해만,35.087,128.669,-,
2016-06-16,고성 자란만,34.935,128.326,05-10,
2016-06-16,남해 앵강만,34.756,127.931,05-07,
2016-06-16,득량만 수문-사촌지선,34.325427,127.034585,15,
2016-06-16,득량만 장환-우산지선,34.537154,126.995536,15,
2016-06-16,득량만 대리 노력도지선,34.462431,126.976314,15,
2016-06-16,고창 구시포 선착장 내,35.448591,126.432587,08-12,
2016-06-16,군산 신시도-횡경도-검은섬,35.81666,126.2,07-12,
2016-06-16,부안 도청지선,35.983333,126.8,-,
2016-06-16,부안 격포항내,36.0333,126.7833,-,
2016-06-16,군산 새만금 내측,35.855358,126.564716,10-20,
2016-06-16,김제 새만금 내측(신지도-계화도),35.802749,126.595272,10-15,
2016-06-16,고창 동호항 인근해역,35.520593,126.488795,15,
2016-06-16,고창 구시포항 인근해역,35.45796,126.413661,0,
2016-06-16,부안 가력항,35.725486,126.525262,10-15,
2016-06-16,득량만 수문-사촌지선,34.325427,127.034585,-,
2016-06-16,득량만 장환-우산지선,34.537154,126.995536,-,
2016-06-16,득량만 대리 노력도지선,34.462431,126.976314,-,
2016-06-09,인천 옹진군 덕적면 대이작도 근해,37.164,126.238,,
2016-06-23,남해미조,34.706,128.068,10,
2016-06-23,남해미조,34.706,128.068,10,
2016-06-23,미조면 일대,34.734,128.062,10,
2016-06-23,미조 일대,34.733,128.063,,
2016-06-23,남해 대도,34.951,127.905,20,
2016-06-23,남해 대도,34.951,127.905,30-40,
2016-06-23,"사천 남해 경계지역, 강진만일대",34.987,128.026,,
2016-06-23,"부산 태종대 주변해역, 남항주변 해역",35.053,129.096,20,
2016-06-23,부산 오륙도-해운대,35.098,129.125,,
2016-06-23,울산 장생포 근처해역 울기등대앞,35.498,129.39,,
2016-06-23,주전해변 연안,35.571,129.462,30,
2016-06-23,주전 앞바다,35.573,129.457,20,
2016-06-23,울산 주전 앞바다,35.52,129.455,10,
2016-06-23,울산 주전 앞바다,35.52,129.455,5,
2016-06-23,울산 방어진,35.482,129.43,10,
2016-06-23,울산 화암 앞바다,35.467,129.411,7,
2016-06-23,주전 앞바다,35.563,129.468,20,
2016-06-23,"포항 호미곶, 강사 근처",36.065,129.602,,
2016-06-23,"감포,호미곶 주변 해역",35.877,129.532,,
2016-06-23,"울진죽변, 원자력빌전소 앞바다",37.044,129.427,10,
2016-06-23,울진 덕신 앞바다,36.942,129.425,,
2016-06-23,왕돌초 부근,36.658,129.479,,
2016-06-23,후포 해수욕장 앞바다,36.665,129.461,20,
2016-06-23,주문진등대 앞 바다,37.903,128.847,,
2016-06-23,강릉송정해변 앞바다,37.782,128.984,,
2016-06-23,강릉송정해변 앞바다,37.788,128.958,,
2016-06-23,묵호등대 앞바다,37.556,129.135,,
2016-06-23,동해 묵호항,37.525,129.132,30,
2016-06-23,묵호 앞바다,37.543,129.128,,
2016-06-23,"묵호 앞, 삼척 까지",37.495,129.17,10,
2016-06-23,묵호 앞바다,37.543,129.145,,
2016-06-23,묵호 앞바다,37.548,129.13,,
2016-06-23,,,,,
2016-06-23,묵호 앞바다,37.545,129.146,30,
2016-06-23,묵호 앞바다,37.555,129.145,10,
2016-06-23,묵호 앞바다,37.571,129.147,8,y
2016-06-23,묵호 앞바다,37.585,129.143,,
2016-06-23,묵호 앞바다. 러시아도감,37.534,129.133,,
2016-06-23,"묵호 앞바다, 서해도 가심",37.567,129.148,10,y
2016-06-23,속초 앞바다,38.202,128.607,30,y
2016-06-23,속초 앞바다,38.202,128.607,20,
2016-06-23,속초앞바다,38.199,128.606,,
2016-06-23,속초 앞바다,38.205,128.617,,
2016-06-23,"속초 앞바다, 외웅치",38.186,128.622,,
2016-06-23,"속초 앞바다 , 외웅치",38.18,128.624,3,y
2016-06-23,속초 앞바다,38.218,128.609,,
2016-06-23,"속초 앞바다 , 외웅치",38.192,128.618,15,y
2016-06-23,삼척 근해,37.334,129.293,,
2016-06-23,삼척 근해,37.459,129.213,,
2016-06-23,삼척 장호 앞바다,37.294,129.351,,
2016-06-23,강원 고성 앞바다,38.615,128.419,,
2016-06-23,,38.283,128.575,,
2016-06-23,고성군 거진 앞바다,38.469,128.491,15,
2016-06-23,강원 양양 물치 앞바다,38.173,128.609,25,
2016-06-23,강원 양양 물치 앞바다,38.173,128.609,15,
2016-06-23,강원 낙산 앞바다,38.12,128.636,,
2016-06-23,강원 양양 수산 앞바다,38.138,128.708,,
2016-06-23,강원 양양 동산 앞바다,37.88,128.874,,
2016-06-23,강원 양양군 기사문리 앞바다,38.017,128.74,,
2016-06-23,선산 일출봉 근해,33.479,126.947,,
2016-06-23,귀덕1리 앞바다,33.448,126.292,,
2016-06-23,하도리 앞바다,33.574,126.894,,
2016-06-23,우도 주변해역,33.522,126.967,10,
2016-06-23,동복리 근해,33.567,126.721,,
2016-06-23,"일종공동어장내, 신창리 지선",33.349,126.175,20,
2016-06-23,차귀도 근처,33.292,126.03,,
2016-06-23,득량만 중부지선(장환 수문-회천),34.569,127.043,15,
2016-06-23,득량만 하부지선(우산-대리-노력),34.477,127.005,15,
2016-06-23,득량만 중부지선(장환 수문-회천),34.569,127.043,15,
2016-06-23,득량만 하부지선(우산-대리-노력),34.477,127.005,15,
2016-06-16,경북 울진 사동 앞바다,37.047,129.427,,
