보고일자,지역,위도,경도,해파리크기,밀집여부
2013-08-01,제주시 구좌읍 종달리 근해,33.52,126.918,40~50,
2013-08-01,충남 171-8해구,36.033,124.667,50,
2013-08-01,전남 191-1해구,35.35,124.5,20~50,
2013-08-01,전남 202-3해구,35.833,125.4,20~50,
2013-08-01,충남 174-8해구,35.814,126.257,80,
2013-08-01,"경남 98, 99해구 갈도 근해",34.55,128.192,80,
2013-08-01,"전남 213,214해구",34.163,127.001,15,
2013-08-01,제주도 제주시 구좌읍 월정해변,33.557,126.798,30,
2013-08-01,제주도 제주시 함덕서우봉해변,33.543,126.67,20,
2013-08-01,제주도 김녕성세기 해변,33.558,126.76,,
2013-08-01,전북 군산시 어청도 서방 37마일,36.118,125.911,30~50,
2013-08-01,경북 포항 77-1해구,36.983,129.983,30~40,
2013-08-01,전북 군산 183-3해구,35.833,125.867,40,
2018-11-01,오이도 부근,37.314,126.366,0,
2018-11-01,고파도 연안,36.909,126.363,0,
2018-11-01,가로림만 부근,36.904,126.363,0,
2018-11-01,충남 서산시 웅도리 부근,36.91,126.388,0,
2018-11-01,가로림만(충남 서산시 고파도 부근),36.904,126.36,0,
2018-11-01,충남 서천군 마량리 연안,36.102,126.525,80-100,
2018-11-01,충남 태안군 황도리 연안,36.597,126.394,0,
2018-11-01,외연도-녹도 사이,36.282,126.144,0,
2018-11-01,창리 연안,36.615,126.383,0,
2018-11-01,전북 부안군 위도면 대리 연안,35.557,126.26,0,
2018-11-01,전북 부안군 위도면 상왕등리,35.683,126.052,60-70,
2018-11-01,전북 부안군 위도면 연안,35.583,126.316,0,
2018-11-01,부안 격포 연안,35.63,126.467,0,
2018-11-01,전남 벌교읍 대포리 부근,34.796,127.396,0,
2018-11-01,전남 보성군 득량면 비봉리 연안,34.693,127.205,0,
2018-11-01,전남 고흥군 득량도 부근,34.634,127.112,0,
2018-11-01,전남 보성군 객산리 부근,34.688,127.195,0,
2018-11-01,전남 득량만 회천면 부근,34.654,127.104,0,
2018-11-01,전남 완도군 흑일도 백일도 부근,34.294,126.561,0,
2018-11-01,"전남 완도군 금당도, 충도 사이",34.401,127.074,0,
2018-11-01,전남 신안군 송곡리,34.834,126.184,0,
2018-11-01,신안군 우이도 부근,34.593,125.832,0,
2018-11-01,순천시 용두 앞바다,34.828,127.429,0,
2018-11-01,무풍리 연안,34.843,127.467,0,
2018-11-01,학산리(순천만) 연안,34.86,127.501,0,
2018-11-01,농주리 연안,34.861,127.518,0,
2018-11-01,대대항-학산리,34.871,127.501,0,
2018-11-01,회천면 율포솔밭해변연안,34.663,127.089,0,
2018-11-01,청암 비봉리 연안,34.716,127.206,0,
2018-11-01,회천면 육포 연안 연안,34.663,127.089,0,
2018-11-01,경남 통영시 한산면 매물도 부근,34.589,128.615,0,
2018-11-01,경남 통영시 사량면 양지리 연안,34.759,128.17,0,
2018-11-01,경남 사천시 신수동 연안,34.893,128.062,0,
2018-11-01,경남 남해군 창선면 대벽리 연안,34.928,127.981,0,
2018-11-01,경남 사천시 신수동 연안,34.879,128.098,0,
2018-11-01,고성군 덕명리 연안,34.865,128.107,70,
2018-11-01,거제시 지심도 부근,34.813,128.784,0,
2018-11-01,경남 거제시 일운면 외도 부근,34.774,128.696,45-50,
2018-11-01,거제시 일운면 지세포리 지심도 부근,34.731,128.742,0,
2018-11-01,자란만 부근(고성군 하이면 덕명리),34.875,128.107,0,
2018-11-01,경남 통영시 욕지면 욕지도,34.544,128.273,0,
2018-11-01,경남 남해군 물건리 앞바다,34.775,128.109,0,
2018-11-01,경남 남해군 삼동면 물건항 부근,34.787,128.076,10-15,
2018-11-01,경남 남해군 이동면 신전리 연안(앵강만),34.754,127.931,30-35,
2018-11-01,경남 창원시 진해구 행암동 연안(진해만),35.118,128.683,0,
2018-11-01,경남 창원시 진동만 내측,34.989,128.546,0,
2018-11-01,경남 창원시 마산합포구 덕동동 덕동만 부근,35.135,128.597,0,
2018-11-01,경남 창원시 진동만 요장리 연안,35.098,128.492,0,
2018-11-01,경남 창원시 구산면 심리 연안,35.066,128.633,0,
2018-11-01,경남 창원시 난포리 연안,35.085,128.635,0,
2018-11-01,경남 거제시 지심도 부근,34.824,128.764,0,
2018-11-01,통영시 도산면 법송리 연안,34.864,128.364,0,
2018-11-01,경남 통영시 사천바다 사량도 내해,34.862,128.181,0,
2018-11-01,경남 남해군 삼천포대교 부근,34.929,128.053,0,
2018-11-01,경남 거제시 일운면 구조라항 연안,34.826,128.798,70-80,
2018-11-01,경남 거제시 사등면 연안,34.932,128.557,0,
2018-11-01,"경남 사천 남해 경계지역, 강진만일대",34.987,128.026,0,
2018-11-01,경남 고성군 남해면 우두포 연안,35.026,128.545,0,
2018-11-01,소지도 부근,34.652,128.43,100,
2018-11-01,통영시 산양읍 풍화리 지선,34.839,128.367,0,
2018-11-01,국도 10마일 아래,34.486,128.431,30-40,
2018-11-01,경상대 통영캠퍼스 근처,34.833,128.401,0,
2018-11-01,욕지도-비건도,34.676,128.385,70-80,
2018-11-01,사천시 화력발전소 남쪽,34.906,128.098,0,
2018-11-01,자란도 부근,34.925,128.228,07-08,
2018-11-01,동해면 호암산 근처,34.98,128.477,0,
2018-11-01,목도 동쪽으로 2~5마일,34.992,129.039,30,
2018-11-01,영도 등대 연안,35.038,129.132,0,
2018-11-01,송도해수욕장 연안,35.044,129.051,0,
2018-11-01,오륙도 부근,35.063,129.19,0,
2018-11-01,"92-7,8번 해구(오륙도 연안)",35.093,129.21,0,
2018-11-01,공수앞바다 1마일 부근,35.175,129.215,0,
2018-11-01,공수앞바다 1마일 부근,35.183,129.217,0,
2018-11-01,부산 학리앞바다,35.254,129.263,0,
2018-11-01,부산 동백리앞바다,35.276,129.264,0,
2018-11-01,영도 생도 근해,35.027,129.089,0,
2018-11-01,동삼동 근해,35.043,129.077,80-100,
2018-11-01,"수영만, 태종대 생도 남쪽",35.039,129.091,0,
2018-11-01,오륙도 앞바다(남동쪽),35.091,129.129,0,
2018-11-01,오륙도-송정 청사포 사이,35.124,129.163,0,
2018-11-01,오륙도-송정 사이,35.124,129.163,0,
2018-11-01,청사포 남쪽 앞바다,35.146,129.195,0,
2018-11-01,청사포 앞바다,35.154,129.197,0,
2018-11-01,고리원전 앞,35.276,129.329,0,
2018-11-01,"방어동, 방어진항 부근",35.449,129.432,0,
2018-11-01,울기등대 3마일 부근,35.466,129.471,0,
2018-11-01,주전동 연안,35.544,129.479,60-70,
2018-11-01,울산 울주군 진하리 연안,35.377,129.359,0,
2018-11-01,주전동 연안,35.548,129.468,90-100,
2018-11-01,포항시 영일만 내측,36.051,129.412,0,
2018-11-01,구룡포 앞바다,35.98,129.568,0,
2018-11-01,경주시 감포읍 연안,35.782,129.53,0,
2018-11-01,경북 경주시 양남면 연안,35.656,129.483,50-60,
2018-11-01,포항 남호리 앞바다,36.318,129.398,0,
2018-11-01,울진군 죽변리 연안,36.942,129.427,0,
2018-11-01,경북 울진군 덕천리 연안,37.092,129.446,0,
2018-11-01,경북 울진군 구산리 연안,36.779,129.713,0,
2018-11-01,울릉도 울릉군 부근,37.463,130.983,0,
2018-11-01,울릉도 남양리 앞바다(남쪽부근),37.429,130.853,0,
2018-11-01,울릉도 남양리 앞바다(남쪽부근),37.438,130.851,0,
2018-11-01,울릉도 태하리 연안(동쪽부근),37.492,130.749,10-15,
2013-09-12,전북 군산 무녀도 근해,35.7931125,126.4381685,15~30,
2013-09-12,,35.7354437,126.413595,,
2013-09-12,전북 군산 비안도 근해,35.735789,126.4308778,40~60,
2013-09-12,전북 군산시 옥도면 개야도 서방해역,36.0361085,126.4733053,100,y
2013-09-12,전북 부안군 위도 근해,35.6167925,126.2412743,80~90,
2013-09-12,전북 군산 왕등도 근해,35.653376,126.1346265,,
2013-09-12,전남 영광군 낙월면 안마도 서쪽해역,35.3471265,125.9686377,70~90,
2013-09-12,"전남 진도군 의신면 밀매도, 갈명도 근해",34.2699445,126.339888,60~80,y
2013-09-12,전남 진도군 임회면 죽도 불모도 사이,34.314879,126.1423606,50~60,y
2013-09-12,전남 여수 소리도 근해,34.4003325,127.7978177,30~50,y
2013-09-12,전남 여수 소리도 근해,34.4181125,127.8187547,10~25,
2013-09-12,전남 고흥 나로도 근해,34.421076,127.556118,50~60,y
2013-09-12,전남 고흥 거금도 근해,34.4353145,127.2471442,40~60,y
2013-09-12,전남 신안군 소흑산도 남방해역,34.0091685,125.1139892,50~90,y
2013-09-12,전남 신안군 소흑산도 근해,34.170672,125.1236573,60~90,y
2013-09-12,전남 완도 근해,34.286738,126.7997054,20,
2013-09-12,전남 완도군 약산면 신지면 사이,34.3683035,126.814431,10~15,
2013-09-12,전남 완도군 약산면 신지면 사이,34.3686385,126.8198193,80~100,y
2013-09-12,전남 고흥 나로도 근해,34.4900275,127.4205513,80~100,
2013-09-12,전남 보성 득량만 근해,34.700535,127.3070861,,
2013-09-12,전남 진도 임회면 사자도 불모도 사이,34.2745535,125.9492858,80~100,y
2013-09-12,경남 창원 원전 근해,35.0562585,128.6521653,10~15,y
2013-09-12,경남 창원 원전 근해,35.060165,128.6473309,20,
2013-09-12,경남 남해 앵강만,34.767777,127.9366188,80~150,y
2013-09-12,경남 남해 앵강만,34.716415,127.8758273,10~30,
2013-09-12,경남 사랑도 근해,34.8833605,128.2599462,10~20,
2013-09-12,경남 남해 앵강만,34.859375,128.3000332,10~20,y
2013-09-12,경남 남해 앵강만,34.9124155,128.239078,10~20,
2013-09-12,경남 통영시 사량도 근해,34.7870515,128.1706689,50~70,
2013-09-12,경남 통영시 사량도 근해,34.8053155,128.1948704,10~20,
2013-09-12,경남 통영시 욕지도 근해,34.5892855,128.2505137,50~70,y
2013-09-12,경남 통영 산양읍 학림도 근해,34.7588995,128.3949657,,
2013-09-12,경남 진동만 근해,35.0487305,128.5039806,10~20,y
2013-09-12,경남 진동만 근해,35.0562585,128.5148806,30,y
2013-09-12,경남 마산시 진동만 근해,35.027297,128.5265982,20~30,
2013-09-12,경남 통영 욕지도 근해,34.5982145,128.259252,,
2013-09-12,울산 근해,35.4463995,129.4626414,60~80,y
2013-09-12,경남 남해 강진만,34.8326645,128.0414585,,
2013-09-12,경남 고성 근해,34.8148465,128.3206355,,
2013-09-12,경남 남해 미조 근해,34.676742,128.0389986,40~60,
2013-09-12,경남 남해 미조 근해,34.690163,128.0805231,10~20,
2013-09-12,부산 영도구 생도 근해,35.030047,129.1049265,,
2013-09-12,부산 가덕도 근해,35.04885,128.865827,20~30,
2013-09-12,부산 고리원자력 발전소 근해,35.308874,129.2825899,,
2013-09-12,부산 기장앞바다,35.151545,129.1958054,60~100,y
2013-09-12,부산 영도에서 오륙도 사이,35.0752205,129.1180835,80~90,y
2013-09-12,부산 영도에서 오륙도 사이,35.086351,129.1123288,20~30,
2013-09-12,부산 영도에서 오륙도 사이,35.0922775,129.1007274,30,
2013-09-12,부산 해운대 근해,35.1082695,129.1659448,,
2013-09-12,부산 오륙도 송정 사이,35.0887355,129.1788045,,
2013-09-12,부산 해운대구 청사포 근해,35.1474105,129.2206957,40~60,
2013-09-12,울산 동구 근해,35.510362,129.4665747,,
2013-09-12,울산 서생면 간절곶 근해,35.364448,129.3811304,100,y
2013-09-12,울산 온산 근해,35.4013705,129.3779645,,
2013-09-12,울산 온산 진하해수욕장 근해,35.5066965,129.4652116,,
2013-09-12,경북  포항시 구룡포읍 근해,35.977744,129.5887259,20~30,y
2013-09-12,경북 포항 영일만 근해,36.047962,129.4375051,60~80,
2013-09-12,경북 포항 영일만 근해,36.0310845,129.4456399,15~20,
2013-09-12,경북 포항시 근해,36.0847875,129.4546045,30~50,
2013-09-12,경북 울진 후포항 근해,36.6806395,129.5261176,60~80,y
2013-09-12,경북 울진 후포항 근해,36.6732315,129.4568407,20~25,
2013-09-12,경북 울진 근해,36.9962375,129.4294379,50~70,
2013-09-12,경북 감포 근해,35.7931125,129.5187159,,
2013-09-12,경북 포항 영일만 근해,36.0583335,129.4951806,30~50,y
2013-09-12,경북 울릉도 근해,37.587054,130.8349898,,
2013-09-12,경북 울진 원자력발전소 근해,37.105882,129.3946336,60~80,
2013-09-12,경북 울진 원자력발전소 근해,37.130492,129.4011668,10~25,y
2013-09-12,경북 울진 오산항 근해,36.8895565,129.4333053,50~60,y
2013-09-12,경북 울진 오산항 근해,36.806004,129.4785115,10~20,y
2013-09-12,경북 울진군 원남면,36.920093,129.4456405,,
2013-09-12,경북 울진 근해,36.9917925,129.4410394,50~60,
2013-09-12,경북 울진 근해,37.0192805,129.4296477,40~60,y
2013-09-12,경북 울진 근해,37.011509,129.4542281,10~20,
2013-09-12,경북 영덕군 남정면 근해,36.289463,129.3963905,30~40,y
2013-09-12,"강원도 주문진, 경북 울릉도 사이",37.6046315,130.4124608,5~15,
2013-09-12,강원도 삼척시 원덕읍 근해,37.1749425,129.3740971,5~10,y
2013-09-12,강원도 고성 간성봉우리 근해,38.1980055,128.6290609,10~20,y
2013-09-12,강원도 고성 간성봉우리 근해,38.3667925,128.5383836,50~60,
2013-09-12,강원도 낙산 근해,38.1776085,128.6321903,5~15,y
2013-09-12,강원도 동해시 묵호항 근해,37.5410915,129.1321965,10~15,y
2013-09-12,제주도 제주시 근해,33.5295885,126.4478689,,
2013-09-12,,33.4006903,126.2054978,,
2013-09-12,제주 추자도 남동해역 근해,33.915699,126.3760913,40~50,
2013-09-12,제주 차귀도 비양도 근해,33.338978,126.1506336,,
2013-09-12,,33.0842911,126.2648663,,
2013-09-12,제주도 서귀포 남방해역,33.2149875,126.579653,50~60,
2013-09-12,전북 182해구,35.6790235,125.3827586,100,
2013-09-12,전남 192해구,35.258226,125.3982274,100,
2013-09-12,충남 171해구,36.2539155,124.7794773,100,
2013-09-12,충남 172해구,36.2539155,125.3208839,,
2013-09-12,충남 173해구,36.265769,125.7385401,100,
2017-12-14,기장,12,23,test,y
2018-06-14,인천 옹진군 덕적면 대이작도 근해,37.1641,126.238,,
2018-06-14,인천 옹진군 대청면 소청도 근해,37.7593,124.7794,,
2018-11-08,창리 연안,36.615,126.383,0,
2018-11-08,전북 새만금 내측,35.844,126.614,0,
2018-11-08,전북 부안군 위도면 진리 연안,35.627,126.34,100-120,
2018-11-08,전북 고창군 광승리 앞바다,35.506,126.466,0,
2018-11-08,전북 부안군 위도면 상왕등리,35.683,126.052,60-70,
2018-11-08,전북 부안군 위도면 연안,35.583,126.316,0,
2018-11-08,"위도, 식도 부근",35.628,126.304,100-120,
2018-11-08,부안 위도 동쪽 연안,35.594,126.312,0,
2018-11-08,전남 벌교읍 대포리 부근,34.796,127.396,0,
2018-11-08,전남 보성군 득량면 비봉리 연안,34.693,127.205,0,
2018-11-08,전남 고흥군 득량도 부근,34.634,127.112,0,
2018-11-08,전남 보성군 객산리 부근,34.688,127.195,0,
2018-11-08,전남 보성군 회천면 부근,34.647,127.121,0,
2018-11-08,전남 득량만 회천면 부근,34.654,127.104,0,
2018-11-08,전남 완도군 흑일도 백일도 부근,34.294,126.561,0,
2018-11-08,"전남 완도군 금당도, 충도 사이",34.401,127.074,0,
2018-11-08,전남 신안군 암태면 와촌리 부근,34.815,126.132,0,
2018-11-08,신안군 도초도 부근,34.688,125.871,0,
2018-11-08,신안군 도초도 죽연리,34.665,125.993,0,
2018-11-08,순천시 용두 앞바다,34.828,127.429,0,
2018-11-08,학산리(순천만) 연안,34.86,127.501,0,
2018-11-08,농주리 연안,34.861,127.518,0,
2018-11-08,대대항-학산리,34.871,127.501,0,
2018-11-08,득량도 부근,34.624,127.096,0,
2018-11-08,고흥반도 동쪽,34.567,127.522,0,
2018-11-08,회천면 율포솔밭해변연안,34.663,127.089,0,
2018-11-08,청암 비봉리 연안,34.716,127.206,0,
2018-11-08,회천면 육포 연안 연안,34.663,127.089,0,
2018-11-08,보성군 득량만 회천 앞바다,34.657,127.107,0,
2018-11-08,대구면 연안,34.495,126.787,0,
2018-11-08,경남 통영시 한산면 매물도 부근,34.589,128.615,60,
2018-11-08,경남 사천시 신수동 연안,34.893,128.062,0,
2018-11-08,경남 남해군 창선면 대벽리 연안,34.928,127.981,0,
2018-11-08,경남 고성군 하이면 덕명리 연안(사천만),34.87,128.107,0,
2018-11-08,경남 거제시 일운면 외도 부근,34.774,128.696,50,y
2018-11-08,거제시 일운면 지세포리 지심도 부근,34.731,128.742,0,
2018-11-08,경남 고성군 동화리 앞바다,34.906,128.202,0,
2018-11-08,자란만 부근(고성군 하이면 덕명리),34.875,128.107,0,
2018-11-08,경남 통영시 욕지면 욕지도,34.544,128.273,0,
2018-11-08,경남 남해군 이동면 신전리 연안(앵강만),34.754,127.931,0,
2018-11-08,경남 창원시 수도 연안,35.071,128.734,0,
2018-11-08,경남 창원시 진해구 행암동 연안(진해만),35.118,128.683,0,
2018-11-08,경남 창원시 진동만 내측,34.989,128.546,0,
2018-11-08,경남 창원시 마산합포구 덕동동 덕동만 부근,35.135,128.597,0,
2018-11-08,경남 창원시 진동만 요장리 연안,35.098,128.492,0,
2018-11-08,경남 창원시 구산면 심리 연안,35.066,128.633,0,
2018-11-08,경남 거제시 지심도 부근,34.824,128.764,0,
2018-11-08,통영시 도산면 법송리 연안,34.864,128.364,0,
2018-11-08,경남 통영시 사천바다 사량도 내해,34.862,128.181,0,
2018-11-08,경남 남해군 삼천포대교 부근,34.929,128.053,0,
2018-11-08,경남 거제시 일운면 구조라항 연안,34.826,128.798,0,
2018-11-08,경남 거제시 사등면 연안,34.932,128.557,0,
2018-11-08,"경남 사천 남해 경계지역, 강진만일대",34.987,128.026,0,
2018-11-08,통영시 산양읍 풍화리 지선,34.839,128.367,0,
2018-11-08,국도 10마일 아래,34.486,128.431,70,
2018-11-08,경상대 통영캠퍼스 근처,34.833,128.401,0,
2018-11-08,통영안정공단 연안,34.964,128.462,0,
2018-11-08,욕지도-비건도,34.676,128.385,0,
2018-11-08,와도부근,34.904,128.25,0,
2018-11-08,자란도 부근,34.925,128.228,0,
2018-11-08,동해면 호암산 근처,34.98,128.477,0,
2018-11-08,가덕도 등대 부근,34.963,128.818,0,
2018-11-08,목도 동쪽으로 2~5마일,34.992,129.039,0,
2018-11-08,영도 등대 연안,35.038,129.132,0,
2018-11-08,송도해수욕장 연안,35.044,129.051,0,
2018-11-08,오륙도 부근,35.063,129.19,0,
2018-11-08,해운대 해수욕장 부근,35.134,129.165,0,
2018-11-08,공수앞바다 1마일 부근,35.175,129.215,0,
2018-11-08,공수앞바다 1마일 부근,35.183,129.217,0,
2018-11-08,부산 학리앞바다,35.254,129.263,0,
2018-11-08,영도 생도 근해,35.027,129.089,0,
2018-11-08,동삼동 근해,35.043,129.077,0,
2018-11-08,오륙도 앞바다(남동쪽),35.091,129.129,0,
2018-11-08,경북 포항시 구룡포항 근해,35.978,129.589,0,
2018-11-08,경북 울진 왕돌초 근해,37.002,129.434,0,
2018-11-08,경북 울진 사동 앞바다,37.047,129.427,0,
2018-11-08,강원도 고성 간성봉우리 근해,38.198,128.629,0,
2018-11-08,제주도 차귀도 근해,33.306,126.16,0,
2018-11-08,전남 신안군 홍도,34.685,125.223,0,
2018-11-08,무의도 부근,37.402,126.508,0,
2018-11-08,실미도 부근,37.406,126.376,0,
2018-11-08,자월 덕적도 사이,37.258,126.226,0,
2018-11-08,연평도 지선어장,37.67,125.721,0,
2018-11-08,영흥면 연안,37.251,126.489,0,
2018-11-08,경기 안산시 풍도 앞바다,37.112,126.401,0,
2018-11-08,경기도 화성시 궁평리 연안,37.121,126.652,0,
2018-11-08,경기도 화성시 우정읍 국화리 입파도,37.114,126.49,0,
2018-11-08,한강 내수면,37.77,126.668,0,
2018-11-08,평택항 주변,37.052,126.679,30-40,
2018-11-08,고파도 연안,36.909,126.363,0,
2018-11-08,대난지도 부근,37.041,126.4,0,
2018-11-08,충남 서산시 웅도리 부근,36.91,126.388,0,
2018-11-08,충남 홍성군 죽도리 부근,36.515,126.419,0,
2018-11-08,팔봉 앞바다,36.836,126.358,0,
2018-11-08,가로림만(충남 서산시 고파도 부근),36.904,126.36,0,
2018-11-08,"충남 서산시 고파도, 대우도 부근",36.925,126.326,0,
2018-11-08,외연도-녹도 사이,36.282,126.144,0,
2018-11-08,광안리 해수욕장 앞,35.142,129.133,0,
2013-08-01,충남 태안 164-4해구,36.8,126.05,100,
2013-08-01,인천 153-5해구,37.183,125.667,,
2013-08-01,경북 포항 82-4해구,36.2,129.633,50,
2013-08-01,부산 기장군 대변 근해,35.178,129.221,30~50,
2013-08-01,부산 사하구 다대 근해,35.05,128.99,40,
2013-08-01,부산 강서구 대항 근해,34.983,128.838,10~20,
2013-08-01,부산 강서구 대항 근해,34.997,128.852,10~20,
2013-08-01,울산 북구 정자해수욕장,35.628,129.442,,
2013-08-01,울산 울주군 서생면 진하해수욕장,35.383,129.346,,
2013-08-01,울산 동구 일산동 일산해수욕장,35.496,129.431,,
2013-08-01,울산 동구 주전해안 남측,35.567,129.455,,
2013-08-01,울산 근해,35.438,129.524,,
2013-08-01,강원도 속초해수욕장,38.479,128.439,,
2013-08-01,강원도 속초해수욕장,38.479,128.439,,
2013-08-01,경남 거제 흥남해수욕장,34.96,128.715,,
2013-08-01,경남 거제 농소해수욕장,35.005,128.701,,
2018-05-31,인천 옹진군 덕적면 덕적도 연안,37.212035,126.099165,,
2018-05-31,인천 옹진군 덕적면 대이작도 연안,37.164,126.238,,
2018-05-31,인천 옹진군 덕적도 연안,37.289,126.124,,
2018-05-31,인천 무의도 연안,37.436,126.323,10,
2018-05-31,인천 팔미도 연안,37.343457,126.467679,,
2018-05-31,인천 옹진군 덕적면 백아도 연안,37.077,125.925,,
2018-05-31,인천 옹진군 북도면 장봉도 연안,37.519,126.351,,
2018-05-31,인천 덕적도 연안,37.262,126.137,,
2018-05-31,인천시 옹진군 자월면 자월도 연안,37.243,126.352,,
2018-05-31,인천대교 일대,37.392736,126.516578,,
2018-05-31,전남 완도군 소안도 부근,34.101432,126.64475,,
2018-05-31,충남 당진시 난지도 연안,37.091476,126.424385,,
2018-05-31,충남 보령시 웅전읍 황죽도 연안,36.207,126.499,,
2018-05-31,충남 보령 삽시도 연안,36.344,126.332,,
2018-05-31,충남 서산시 부석면 천수만 연안,36.560106,126.423049,,
2018-05-31,충남 태안군 안면읍 나치도 연안,36.501,126.149,,
2018-05-31,충남 당진 현대제철 연안,37.008,126.713,,
2018-05-31,"충남 당진군 대난지도, 소난지도 사이",37.043,126.444,,
2018-05-31,충남 태안군 격렬비열도 부근,36.6,125.667,,
2018-05-31,전북 군산시 십이동파도 연안,35.988,126.25,10-15,
2018-05-31,충남 아산만,36.966,126.822,,
2018-05-31,전북 부안 위도면 진리 연안,35.606,126.321,10,y
2018-05-31,전북 군산 무녀도 연안,35.793,126.438,10-15,y
2018-05-31,전북 군산 비안도 연안,35.753,126.425,10-15,y
2018-05-31,전북 군산 개야도 연안,36.029,126.534,,
2018-05-31,"전북 군산 개야도, 연도 사이",36.061,126.486,,
2018-05-31,전북 군산 새만금 바깥 해역,35.887,126.528,05-10,
2018-05-31,전북 부안군 위도 치도리 연안,35.617,126.241,10-15,
2018-05-31,"전북 부안군 왕등도, 위도 사이",35.624,126.196,05-10,y
2018-05-31,전북 군산 비응도 연안,35.88,126.6,,
2018-05-31,전북 군산 장자도 연안,35.973,126.217,,
2018-05-31,전북 말도 연안,35.867,126.302,,
2018-05-31,전남 신안군 가거도 연안,34.123,125.13,,
2018-05-31,전남 진도 원포리 연안,34.475,126.401,,
2018-05-31,전남 완도군 신지면 월양리 연안,34.287,126.8,,
2018-05-31,전남 완도군 고금면 도남리 연안,34.369,126.82,10,
2018-05-31,전남 고흥 나로도 연안,34.425,127.556,,
2018-05-31,전남 고흥 도천리 연안,34.701,127.307,,
2018-12-06,경남 통영시 사량도 근해,34.787,128.171,0,
2018-05-31,전남 고흥 안남리 연안,34.724,127.255,15,y
2018-05-31,1,34.859,128.3,10-15,y
2018-05-31,경남 고성 연안,34.915,128.239,,
2018-05-31,경남 통영시 사량도 연안,34.787,128.171,,
2018-05-31,경남 통영 산양읍 미남리 연안,34.759,128.395,10,
2018-05-31,경남 창원시 진동면 고현리 연안,35.095,128.471,,
2018-05-31,경남 사천 서포면 비토리 가두리야식장 부근,34.97,128.003,,
2018-05-31,신노량항 부근,34.92,127.78,,
2018-05-31,경남 자란만 (고성군 하일면 송천리),34.915,128.231,,
2018-05-31,경남 창원시 진해구 잠도 연안,35.0660915,128.674,10-15,
2018-05-31,부산 영도 연안,35.071,129.108,,
2018-05-31,부산 생도 연안,35.042,129.097,,
2018-05-31,부산 해운대 동백섬 연안,35.153,129.158,,
2018-05-31,부산 오륙도 송정 사이,35.098,129.174,10-15,
2018-05-31,부산 가덕도 눌차만 연안,35.078,128.85,,
2018-05-31,부산 해운대 청사포 연안,35.151,129.228,10,
2018-05-31,부산 가덕도 연안,35.036,128.863,5,
2018-05-31,경북 포항 영일만 발산리 연안,36.058,129.4951805,10,y
2018-05-31,경북 경주시 감포 연안,35.822,129.537,,
2018-05-31,경북 영덕군 영해면 사진리 연안,36.532,129.451,,
2018-05-31,경북 울진 원자력발전소(나곡리)연안,37.13,129.401,,
2018-05-31,경북 울진 오산항 연안,36.806,129.479,,
2018-05-31,경북 울진 연안,37.012,129.454,,
2018-05-31,경북 포항시 영일만 내(북구 여남동),36.028,129.408,,
2018-05-31,경북 포항시 흥해 연안,36.135,129.419,,
2018-05-31,경북 포항시 구룡포항 연안,35.978,129.589,20,y
2018-05-31,경북 울진 왕돌초 연안,37.002,129.434,,
2018-05-31,강원도 삼척시 정하동 연안,37.44,129.217,20-30,y
2018-05-31,강원도 고성 간성봉우리 연안(속초시 청호동 연안),38.1980055,128.629,,
2018-05-31,제주도 제주시 서북쪽 연안,33.556,126.338,,
2018-05-31,제주도 차귀도 연안,33.306,126.16,,
2018-07-05,인천 옹진군 덕적면 대이작도 근해,37.164,126.238,0,
2018-07-05,인천 무의도 근해,37.436,126.323,0,
2018-07-05,인천 옹진군 덕적면 백아도 근해,37.077,125.925,0,
2018-07-05,인천 덕적도 근해,37.262,126.137,0,
2018-07-05,충남 서산 삼길포 근해,37.091,126.424,0,
2018-07-05,충남 보령시 웅전읍 황죽도 근해,36.207,126.499,0,
2018-07-05,충남 보령 삽시도 근해,36.344,126.332,0,
2018-07-05,충남 보령 외연도 남방해역,36.167,126.167,0,
2018-07-05,충남 서산시 팔봉면 고파도 근해,36.93,126.322,0,
2018-11-01,울릉군 죽도 바깥해역,37.524,130.959,05-10,
2018-11-01,호미곶 쪽 근해,35.97,129.612,60-70,
2018-11-01,대동배1.2동 지선(마을어장),36.084,129.577,0,
2018-11-01,칠포1리 북동방향 연안,36.145,129.399,40-50,
2018-11-01,청하면 이가리 북쪽 앞바다,36.198,129.389,0,
2018-11-01,경정 1리항 남쪽 앞바다,36.482,129.438,0,
2018-11-01,"63-7,8번 해구",37.528,129.224,0,
2018-11-01,묵호항 연안,37.588,129.183,40-50,
2018-11-01,63-7번 해구(동해 묵호항 인근),37.527,129.165,0,
2018-11-01,주문진 앞바다,37.956,128.843,0,
2018-11-01,강원 속초시 청호동 앞바다,38.199,128.606,0,
2018-11-01,삼척시 교동 앞바다,37.459,129.213,0,
2018-11-01,삼척시 장호리 앞바다,37.294,129.351,0,
2018-11-01,울릉도 남서리 연안,37.472,130.779,0,
2018-11-01,묵호항 근해,37.549,129.135,30-40,
2018-11-01,묵호항 근해,37.545,129.116,0,
2018-11-01,묵호항에서 동방 15마일,37.548,129.126,0,
2018-11-01,-,37.549,129.135,0,
2018-11-01,묵호항에서 2~3마일 남쪽,37.533,129.123,0,
2018-11-01,속초 장사항 1~2마일 남쪽,38.226,128.595,10-15,
2018-11-01,고성군 거진 앞바다,38.441,128.477,0,
2018-11-01,양양 기사문리,38.01,128.745,0,
